线号,行别,公里区间,样本量,max_acc均值,max_accP95,max_accP99,三级及以上占比,车速均值,覆盖天数,z_max_acc均值,z_max_accP95,z_三级及以上占比,原始风险分,样本权重,风险分,质量风险指数,质量等级
4001,单线,4063,2817,0.06487397941072062,0.1,0.13,0.0056798012069577564,131.18175363862264,100,2.3076159949637196,1.0000000000000013,0.5355703973887005,1.14541579833992,1.0,1.14541579833992,92.66,E(很差)
4001,单线,4064,1114,0.06156193895870736,0.09349999999999908,0.1686999999999989,0.009874326750448833,130.78096947935367,99,0.518389053430371,0.3499999999999089,2.1288789815475866,0.8283975560729208,0.8827258320126783,0.7312479219217383,83.8,E(很差)
4001,单线,4065,1103,0.06485947416137806,0.1,0.14,0.006346328195829556,133.07524932003628,100,2.2997799847176528,1.0000000000000013,0.788753543356416,1.2071443827826354,0.8740095087163233,1.0550556689455204,91.39,E(很差)
4001,单线,4066,2941,0.0641652499149949,0.1,0.13,0.004420265215912955,133.58143488609318,100,1.9247469067432004,1.0000000000000013,0.05713022917876243,0.9492319386433316,1.0,0.9492319386433316,89.11,E(很差)
4001,单线,4067,1156,0.056799307958477506,0.08,0.13,0.0017301038062283738,138.5916955017301,92,-2.0544743586132004,-1.0,-0.9647391628135411,-1.2020796624260255,0.9160063391442155,-1.101112590938578,2.28,A(优)
4001,单线,4068,1446,0.0598271092669433,0.09,0.12,0.002074688796680498,138.2627939142462,94,-0.41879878242152846,0.0,-0.8338470708314947,-0.2922215241921794,1.0,-0.2922215241921794,29.11,B(良)
4001,单线,4069,971,0.05698249227600412,0.08,0.14299999999999954,0.004119464469618949,139.1946446961895,94,-1.9555147230248786,-1.0,-0.05713022917876276,-0.9553855018996664,0.7694136291600634,-0.7350866262635309,9.87,A(优)
4001,单线,4070,1605,0.06807476635514019,0.11,0.13,0.004984423676012461,133.95015576323988,98,4.036741685920336,2.0000000000000013,0.27142824881944666,1.9752053993889298,1.0,1.9752053993889298,95.95,E(很差)
4001,单线,4071,2875,0.0606295652173913,0.09,0.11,0.001391304347826087,137.26852173913042,100,0.014703110667539423,0.0,-1.0934335955410774,-0.2704177767517615,1.0,-0.2704177767517615,30.63,B(良)
4001,单线,4072,1003,0.05747756729810568,0.08,0.1,0.0,140.68295114656033,87,-1.688065825446986,-1.0,-1.6219265413067327,-1.2930948004160805,0.794770206022187,-1.027713220932907,3.8,A(优)
4001,单线,4073,1520,0.05855921052631579,0.09,0.11,0.0006578947368421052,137.1046052631579,99,-1.1037416805337692,0.0,-1.372022393432348,-0.5637539344648409,1.0,-0.5637539344648409,16.2,A(优)
4001,单线,4074,3837,0.06181391712275215,0.09,0.11,0.0005212405525149857,136.29215532968465,100,0.6545124270180936,0.0,-1.4239310736137096,-0.22508028299980867,1.0,-0.22508028299980867,33.42,B(良)
4001,单线,4075,3052,0.06476736566186107,0.1,0.12,0.001965923984272608,132.6264744429882,100,2.250021229875201,1.0000000000000013,-0.8751618530320315,0.781213782717033,1.0,0.781213782717033,85.06,E(很差)
